Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
End-of-Life,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.705,Electricity,35.81,Rail,110.4,Diesel,2.429,1.284,1.424,1.536,0.803,0.539,6.571,61.03,71.62,Incineration,27.26
Manufacturing,Emerging,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,2.361,Electricity,13.07,Rail,189.3,Heavy Fuel Oil,3.406,0.907,2.626,3.545,0.107,0.567,5.503,96.29,48.35,Landfill,80.6
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,2.976,Electricity,5.3,Rail,636.8,Heavy Fuel Oil,4.757,3.008,4.096,4.421,0.228,0.212,12.414,41.1,83.99,Incineration,90.0
Manufacturing,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.09,Electricity,24.45,Ship,782.7,Diesel,1.374,4.113,2.119,3.338,0.096,0.624,9.309,58.66,16.8,Landfill,73.69
Manufacturing,Emerging,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Scrap,4.383,Electricity,22.46,Ship,104.8,Diesel,0.118,3.21,3.035,2.733,0.232,0.391,12.092,49.68,98.78,Incineration,13.64
End-of-Life,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.628,Coal,41.03,Ship,433.9,Electric,3.588,3.462,4.956,0.642,0.104,0.724,11.779,27.42,7.94,Incineration,8.57
Raw Material Extraction,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,4.524,Coal,19.99,Truck,330.1,Electric,1.133,1.775,0.347,2.595,0.068,0.8,5.057,54.0,88.01,Recycling,65.09
Use,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,2.898,Electricity,33.11,Truck,339.7,Heavy Fuel Oil,3.347,4.971,3.309,2.789,0.731,0.465,1.673,56.23,95.76,Reuse,17.53
Raw Material Extraction,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,3.605,Natural Gas,20.89,Rail,540.5,Electric,0.483,2.252,3.781,1.738,0.665,0.795,18.58,23.46,39.93,Reuse,15.24
End-of-Life,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,4.966,Natural Gas,92.77,Rail,544.6,Heavy Fuel Oil,4.21,2.605,3.118,0.446,0.755,0.128,16.608,78.2,70.87,Incineration,3.62
Raw Material Extraction,Emerging,2015-2019,Asia,1 kg Copper Wire,Copper Scrap,1.864,Electricity,27.05,Ship,366.5,Diesel,0.438,4.685,2.769,1.528,0.397,0.447,12.212,51.57,91.94,Incineration,49.7
End-of-Life,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,4.965,Electricity,85.29,Truck,216.4,Heavy Fuel Oil,4.653,0.582,4.087,1.903,0.878,0.868,16.216,79.0,30.47,Recycling,8.09
Manufacturing,Emerging,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Scrap,2.313,Electricity,18.18,Truck,698.0,Electric,1.73,4.878,3.205,4.112,0.133,0.862,18.494,48.71,60.63,Landfill,76.48
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.287,Electricity,50.75,Rail,404.7,Diesel,0.732,1.838,0.341,0.129,0.135,0.963,11.216,96.58,43.25,Incineration,31.18
Manufacturing,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,2.778,Coal,44.51,Truck,114.6,Diesel,3.204,1.08,3.098,3.251,0.152,0.061,15.725,45.98,5.82,Recycling,99.49
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,0.76,Natural Gas,69.81,Truck,983.8,Diesel,1.196,0.711,0.607,1.516,0.101,0.692,1.715,50.94,99.67,Reuse,81.4
End-of-Life,Conventional,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,3.268,Natural Gas,31.32,Rail,627.7,Electric,2.635,2.13,0.654,4.433,0.45,0.195,7.671,41.41,82.75,Recycling,73.36
Use,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,3.962,Natural Gas,2.09,Rail,422.0,Diesel,2.407,0.096,1.299,3.801,0.137,0.535,4.696,1.21,24.12,Recycling,97.59
Use,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Scrap,4.107,Electricity,96.0,Truck,493.0,Heavy Fuel Oil,0.549,2.74,2.272,4.222,0.098,0.488,3.426,32.47,73.74,Landfill,47.6
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,2.191,Natural Gas,40.05,Rail,464.9,Electric,3.925,4.46,4.777,3.935,0.315,0.688,9.033,25.47,84.09,Reuse,3.84
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,4.558,Electricity,46.69,Ship,640.8,Heavy Fuel Oil,3.297,4.476,3.183,3.07,0.067,0.518,3.428,73.74,51.22,Reuse,68.02
Use,Advanced,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,0.688,Natural Gas,9.39,Rail,719.2,Heavy Fuel Oil,0.36,0.356,0.061,4.783,0.738,0.353,6.282,34.97,77.47,Incineration,66.14
Manufacturing,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.333,Electricity,18.24,Ship,107.4,Diesel,3.302,3.822,1.325,0.105,0.082,0.968,6.261,76.92,62.47,Incineration,38.19
Manufacturing,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,1.426,Natural Gas,13.02,Ship,618.9,Electric,3.873,3.22,2.652,0.21,0.968,0.799,6.21,98.0,60.19,Reuse,58.24
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,3.866,Coal,81.37,Rail,659.9,Diesel,0.64,1.691,4.64,1.123,0.372,0.432,9.068,61.29,94.31,Landfill,24.07
Use,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.047,Electricity,20.55,Ship,888.1,Electric,3.229,1.43,4.08,4.307,0.847,0.919,5.419,75.5,46.05,Landfill,84.2
Use,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,3.778,Electricity,77.87,Truck,659.6,Heavy Fuel Oil,0.887,2.725,4.923,4.687,0.043,0.165,3.069,72.6,81.78,Incineration,21.35
Transport,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,2.776,Electricity,84.23,Truck,735.5,Electric,2.711,2.952,2.542,1.488,0.565,0.689,17.53,63.63,76.11,Recycling,16.01
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,2.577,Natural Gas,1.92,Ship,254.2,Diesel,3.632,4.959,0.496,2.007,0.8,0.204,11.324,73.31,61.6,Incineration,18.8
Transport,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,2.099,Electricity,78.6,Rail,558.7,Diesel,0.026,3.805,0.177,3.729,0.202,0.958,7.675,32.69,14.89,Recycling,30.56
Transport,Advanced,2010-2014,South America,1 kg Copper Wire,Copper Scrap,4.445,Natural Gas,99.64,Ship,374.6,Diesel,2.243,3.61,4.431,2.965,0.392,0.413,14.065,0.32,61.96,Recycling,35.55
Transport,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,4.074,Coal,10.21,Rail,592.3,Heavy Fuel Oil,2.405,3.212,0.324,2.9,0.561,0.561,12.268,67.65,80.5,Recycling,26.98
Manufacturing,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,4.213,Natural Gas,50.33,Truck,86.3,Diesel,0.293,1.671,3.924,3.538,0.789,0.517,9.084,14.75,32.82,Incineration,43.4
Transport,Advanced,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,0.899,Electricity,22.84,Truck,602.2,Heavy Fuel Oil,3.678,4.992,4.666,3.213,0.421,0.636,15.82,11.83,40.99,Landfill,83.98
End-of-Life,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,2.227,Coal,57.62,Truck,591.9,Heavy Fuel Oil,0.922,1.811,1.673,0.131,0.024,0.832,5.825,51.81,29.87,Recycling,94.07
Use,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,1.667,Coal,43.54,Rail,874.0,Heavy Fuel Oil,4.21,0.931,4.013,2.291,0.483,0.133,2.072,72.79,49.65,Incineration,43.69
Raw Material Extraction,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,3.783,Coal,76.79,Ship,167.3,Diesel,3.051,0.677,3.757,3.285,0.957,0.069,1.613,28.22,26.17,Reuse,24.7
Raw Material Extraction,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,4.578,Natural Gas,25.71,Ship,279.2,Electric,3.797,2.249,3.884,0.327,0.488,0.034,1.722,90.64,13.92,Incineration,53.24
Manufacturing,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.35,Coal,35.39,Rail,900.8,Diesel,0.109,3.319,4.817,2.801,0.937,0.052,8.666,26.02,73.08,Incineration,98.13
Transport,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,1.654,Electricity,65.76,Ship,206.1,Diesel,2.827,2.32,4.86,3.043,0.35,0.114,3.449,22.53,25.1,Landfill,85.06
End-of-Life,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Copper Scrap,3.026,Natural Gas,52.82,Rail,123.6,Electric,4.301,3.614,0.338,3.539,0.544,0.082,9.437,48.47,16.58,Reuse,94.57
End-of-Life,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.325,Electricity,67.23,Ship,467.7,Diesel,2.059,3.255,2.727,0.311,0.513,0.806,9.455,5.2,78.63,Reuse,20.14
Use,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,1.664,Natural Gas,17.31,Rail,336.9,Diesel,3.784,2.597,1.024,4.389,0.88,0.871,5.157,45.12,98.5,Incineration,77.2
Use,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,0.622,Electricity,7.46,Rail,469.3,Diesel,4.546,2.694,2.489,0.527,0.657,0.822,7.918,77.56,96.45,Reuse,20.38
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,2.855,Natural Gas,29.43,Rail,794.9,Heavy Fuel Oil,2.888,3.173,3.99,1.98,0.915,0.533,3.58,69.59,79.33,Landfill,31.68
Raw Material Extraction,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,4.357,Coal,90.71,Rail,284.1,Diesel,4.918,0.704,1.01,0.921,0.894,0.654,3.466,44.03,61.53,Recycling,8.35
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,4.471,Natural Gas,80.56,Ship,510.2,Heavy Fuel Oil,4.836,2.089,4.921,3.34,0.635,0.166,17.698,42.75,16.22,Reuse,1.26
Use,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,3.019,Electricity,53.21,Ship,722.2,Diesel,4.451,0.397,3.657,0.937,0.858,0.819,11.045,71.02,31.44,Reuse,47.12
Transport,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,4.197,Coal,46.47,Rail,364.2,Diesel,2.471,4.141,1.676,0.869,0.712,0.826,2.462,23.99,14.2,Incineration,34.79
Transport,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,2.527,Natural Gas,75.13,Rail,654.6,Heavy Fuel Oil,3.105,1.762,4.207,2.356,0.979,0.634,2.962,67.62,32.51,Incineration,68.63
Manufacturing,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,0.813,Coal,18.31,Ship,857.2,Diesel,1.136,4.185,1.396,3.214,0.694,0.513,6.454,21.26,3.32,Incineration,30.39
Transport,Conventional,2020-2025,North America,1 kg Copper Wire,Copper Ore,3.439,Electricity,93.89,Truck,872.5,Diesel,3.83,3.942,3.325,1.301,0.907,0.671,11.429,11.1,44.71,Recycling,46.04
Transport,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.391,Coal,55.12,Truck,386.6,Electric,4.884,0.554,2.113,0.21,0.74,0.918,5.961,85.83,29.22,Reuse,91.08
Manufacturing,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,3.893,Electricity,80.69,Ship,27.8,Heavy Fuel Oil,4.814,3.633,1.524,4.147,0.282,0.873,2.695,70.37,54.07,Landfill,9.65
Use,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,1.589,Natural Gas,2.23,Ship,474.1,Diesel,1.506,2.992,1.486,1.5,0.743,0.048,18.106,85.23,66.78,Incineration,59.32
End-of-Life,Advanced,2015-2019,North America,1 kg Copper Wire,Copper Scrap,4.515,Electricity,19.35,Truck,88.2,Electric,1.198,3.973,0.173,2.914,0.995,0.856,10.668,6.36,83.14,Landfill,59.9
Transport,Conventional,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,1.017,Coal,10.29,Rail,910.5,Diesel,3.346,4.146,4.395,2.859,0.517,0.43,6.68,43.46,77.39,Incineration,60.19
Raw Material Extraction,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,4.516,Natural Gas,44.89,Truck,611.0,Diesel,3.157,2.958,3.513,1.187,0.512,0.104,7.998,48.77,65.22,Reuse,95.05
Transport,Conventional,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,3.203,Electricity,74.62,Ship,511.2,Diesel,3.171,0.355,1.272,1.809,0.472,0.046,3.23,27.68,97.15,Incineration,33.13
Manufacturing,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.669,Electricity,20.41,Truck,614.7,Diesel,1.403,1.035,2.583,0.028,0.008,0.219,1.216,10.8,33.89,Incineration,80.26
Use,Emerging,2020-2025,South America,1 kg Copper Wire,Aluminium Ore,3.074,Electricity,51.75,Truck,300.6,Heavy Fuel Oil,4.659,1.985,0.435,3.085,0.114,0.345,10.395,87.42,49.35,Landfill,70.23
Manufacturing,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,4.968,Electricity,14.02,Ship,282.0,Diesel,1.973,2.109,2.055,4.538,0.714,0.608,6.533,82.38,95.51,Recycling,82.12
Manufacturing,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,0.507,Natural Gas,64.0,Rail,60.6,Electric,1.288,0.298,3.019,3.433,0.114,0.384,9.397,36.91,12.1,Recycling,41.89
End-of-Life,Emerging,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,3.88,Electricity,8.03,Rail,89.4,Heavy Fuel Oil,1.774,4.709,3.343,3.393,0.362,0.594,0.698,63.61,91.33,Landfill,61.26
End-of-Life,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.432,Electricity,72.67,Rail,129.4,Electric,4.512,0.332,2.67,0.711,0.012,0.422,6.253,48.6,57.72,Recycling,4.37
Use,Advanced,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,1.054,Coal,56.31,Truck,349.7,Heavy Fuel Oil,3.646,3.261,4.228,3.462,0.43,0.673,5.87,30.63,78.9,Recycling,44.64
Transport,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.093,Electricity,82.42,Truck,859.0,Heavy Fuel Oil,4.583,2.155,1.594,2.911,0.371,0.601,14.259,68.84,37.46,Incineration,16.69
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,2.437,Electricity,15.12,Truck,891.2,Electric,1.729,0.772,0.127,3.229,0.637,0.341,1.898,40.96,31.12,Reuse,67.71
Raw Material Extraction,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,3.226,Natural Gas,37.09,Ship,225.7,Electric,4.94,2.27,3.441,0.703,0.486,0.028,10.356,96.4,38.42,Reuse,3.9
End-of-Life,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,0.639,Natural Gas,39.41,Ship,168.4,Diesel,0.117,3.781,2.293,1.446,0.9,0.116,19.14,31.4,88.84,Incineration,60.29
Transport,Conventional,2015-2019,South America,1 kg Copper Wire,Copper Scrap,4.22,Natural Gas,98.42,Ship,295.5,Diesel,4.806,1.947,1.928,1.702,0.541,0.154,11.297,54.17,76.19,Reuse,83.36
Use,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,2.482,Electricity,30.93,Ship,266.7,Electric,0.973,0.288,1.712,1.351,0.966,0.558,7.272,58.05,13.92,Landfill,44.4
End-of-Life,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.318,Coal,49.4,Ship,407.8,Heavy Fuel Oil,4.969,4.402,3.117,2.847,0.621,0.201,8.205,3.95,47.55,Reuse,54.3
End-of-Life,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,1.525,Natural Gas,96.44,Ship,910.4,Diesel,3.611,2.667,4.35,0.653,0.791,0.125,15.987,27.58,87.71,Incineration,94.4
End-of-Life,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Scrap,1.17,Natural Gas,46.8,Rail,981.2,Electric,2.417,4.318,2.944,1.877,0.286,0.203,15.355,38.65,51.13,Landfill,49.23
Raw Material Extraction,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,3.098,Electricity,86.69,Truck,980.9,Electric,2.038,4.138,3.823,2.868,0.956,0.2,2.631,85.4,43.91,Incineration,84.7
Transport,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Copper Ore,4.519,Coal,7.18,Ship,884.6,Heavy Fuel Oil,2.242,2.552,3.133,4.632,0.019,0.477,13.911,72.27,69.25,Incineration,13.44
Use,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,1.847,Natural Gas,36.51,Ship,806.4,Electric,1.394,1.054,4.787,0.044,0.998,0.677,16.655,29.46,1.43,Incineration,73.79
Manufacturing,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,4.254,Coal,74.31,Truck,151.4,Heavy Fuel Oil,3.767,3.845,3.293,3.831,0.846,0.614,2.228,48.76,7.76,Incineration,40.75
Use,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,2.332,Electricity,7.53,Truck,355.3,Diesel,0.555,4.041,4.738,0.362,0.955,0.523,6.342,7.69,50.06,Recycling,79.45
Use,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.682,Coal,5.97,Ship,82.2,Electric,2.014,1.476,1.162,1.405,0.803,0.929,8.4,90.61,32.15,Recycling,47.64
End-of-Life,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,1.517,Natural Gas,64.41,Rail,979.2,Diesel,3.017,1.789,3.239,0.615,0.889,0.503,9.262,58.59,62.48,Recycling,7.18
Manufacturing,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.572,Coal,24.95,Rail,716.8,Heavy Fuel Oil,4.113,4.02,2.763,2.601,0.143,0.775,5.792,49.67,28.43,Reuse,13.38
End-of-Life,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.333,Natural Gas,6.38,Rail,751.2,Electric,1.588,0.001,2.556,0.234,0.276,0.707,1.722,83.93,0.38,Reuse,24.68
End-of-Life,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.834,Coal,32.31,Truck,110.9,Heavy Fuel Oil,1.801,1.352,4.214,1.567,0.789,0.892,8.959,90.99,37.73,Reuse,96.41
End-of-Life,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,0.902,Coal,69.01,Truck,498.9,Diesel,1.938,3.164,3.519,0.022,0.167,0.713,13.495,96.6,76.1,Landfill,95.08
Transport,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Copper Ore,3.661,Natural Gas,30.51,Rail,114.3,Heavy Fuel Oil,3.909,3.221,0.241,1.8,0.957,0.5,8.938,45.77,20.89,Recycling,36.87
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.164,Coal,6.18,Rail,769.9,Diesel,2.083,4.111,4.252,1.06,0.657,0.472,17.663,21.57,67.78,Landfill,60.78
End-of-Life,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,1.829,Coal,14.52,Truck,655.1,Diesel,3.693,1.578,3.224,1.976,0.713,0.199,17.859,28.74,36.78,Recycling,5.81
Raw Material Extraction,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,1.002,Coal,52.07,Ship,274.9,Electric,4.177,0.073,1.895,1.687,0.019,0.124,8.566,49.29,40.43,Recycling,53.09
Use,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.178,Natural Gas,1.98,Truck,469.5,Electric,4.817,2.595,3.388,1.559,0.774,0.773,10.665,97.6,12.56,Reuse,1.69
Transport,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,3.966,Natural Gas,80.91,Ship,129.0,Heavy Fuel Oil,1.328,0.088,1.467,3.866,0.518,0.348,7.749,0.14,29.98,Landfill,64.65
Transport,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.884,Coal,84.86,Ship,33.4,Heavy Fuel Oil,4.493,3.916,3.902,2.29,0.398,0.303,1.781,22.82,24.66,Landfill,48.41
Transport,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,3.863,Natural Gas,47.91,Truck,67.3,Heavy Fuel Oil,4.789,4.714,3.926,4.957,0.544,0.963,1.974,36.57,22.54,Reuse,19.58
Manufacturing,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,1.134,Coal,62.62,Ship,783.5,Diesel,2.891,0.735,4.056,3.18,0.388,0.674,5.568,34.52,91.75,Landfill,29.05
Transport,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,2.615,Natural Gas,89.12,Rail,710.6,Heavy Fuel Oil,0.311,0.737,0.039,3.155,0.448,0.134,19.18,52.97,24.19,Reuse,50.06
Transport,Advanced,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,3.558,Electricity,8.55,Truck,282.0,Electric,4.035,2.298,2.733,2.164,0.044,0.166,9.188,20.92,5.0,Incineration,84.36
Raw Material Extraction,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,4.915,Natural Gas,79.52,Rail,855.2,Diesel,1.21,4.803,0.985,4.757,0.995,0.712,19.632,56.95,25.95,Recycling,43.7
Use,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,3.171,Electricity,8.24,Ship,626.1,Diesel,4.906,0.951,3.963,4.539,0.944,0.96,10.668,97.73,75.73,Landfill,16.17
Transport,Emerging,2015-2019,Europe,1 kg Copper Wire,Copper Scrap,2.646,Coal,72.11,Ship,254.9,Electric,3.203,3.333,0.813,2.825,0.772,0.499,0.736,0.9,35.7,Recycling,92.62
Manufacturing,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,1.529,Electricity,63.8,Truck,229.9,Electric,1.608,4.24,3.644,0.477,0.429,0.029,9.877,66.24,11.85,Reuse,28.89
End-of-Life,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,2.29,Natural Gas,92.03,Rail,993.3,Heavy Fuel Oil,0.225,3.805,1.859,1.962,0.754,0.918,19.043,57.71,35.71,Landfill,78.75
End-of-Life,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.63,Electricity,56.84,Ship,365.0,Electric,3.283,1.202,0.958,4.591,0.102,0.506,4.807,3.89,3.6,Incineration,17.52
End-of-Life,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Scrap,4.4,Natural Gas,28.97,Truck,951.0,Heavy Fuel Oil,2.908,2.183,2.9,2.583,0.759,0.282,7.384,89.41,94.65,Incineration,89.26
Raw Material Extraction,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,2.388,Coal,78.26,Ship,481.6,Heavy Fuel Oil,2.488,1.023,2.956,0.931,0.332,0.855,4.538,7.12,6.9,Landfill,94.08
Raw Material Extraction,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,2.781,Electricity,41.53,Rail,812.8,Diesel,4.179,1.661,3.468,3.856,0.655,0.152,17.58,53.91,28.25,Recycling,42.52
End-of-Life,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,0.669,Natural Gas,13.66,Ship,767.9,Diesel,0.0,2.083,2.613,0.273,0.973,0.226,6.432,30.39,23.04,Reuse,0.15
Manufacturing,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,3.782,Coal,96.72,Truck,232.1,Electric,3.315,3.709,4.242,2.113,0.303,0.325,14.396,81.68,18.16,Landfill,37.09
End-of-Life,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Scrap,4.559,Natural Gas,80.86,Truck,985.0,Heavy Fuel Oil,3.771,1.966,2.953,3.305,0.078,0.544,14.332,16.73,78.06,Incineration,58.38
End-of-Life,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,4.785,Electricity,5.2,Truck,272.7,Heavy Fuel Oil,3.008,1.483,3.572,3.795,0.103,0.514,10.423,36.93,93.29,Incineration,82.75
Manufacturing,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,3.637,Natural Gas,71.72,Ship,467.1,Heavy Fuel Oil,4.605,3.473,3.645,4.308,0.274,0.807,4.307,34.53,33.56,Incineration,97.85
Transport,Conventional,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,4.354,Electricity,70.42,Ship,729.8,Diesel,2.81,4.735,2.481,1.903,0.163,0.786,14.822,38.44,2.52,Incineration,83.9
Raw Material Extraction,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,0.551,Electricity,70.67,Truck,970.6,Electric,2.188,1.175,3.524,4.086,0.546,0.967,1.508,50.48,71.85,Incineration,86.26
End-of-Life,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,1.307,Electricity,80.2,Truck,557.2,Electric,1.983,0.659,4.326,0.786,0.31,0.29,17.493,67.27,79.67,Landfill,25.05
Manufacturing,Conventional,2020-2025,South America,1 kg Copper Wire,Copper Scrap,3.312,Electricity,57.6,Rail,834.5,Diesel,4.53,0.061,3.37,0.259,0.549,0.288,6.482,35.3,62.13,Recycling,33.4
End-of-Life,Conventional,2015-2019,South America,1 kg Copper Wire,Copper Ore,3.797,Natural Gas,41.05,Ship,77.7,Heavy Fuel Oil,3.919,1.429,2.164,3.427,0.332,0.057,7.791,94.44,64.17,Recycling,67.15
Raw Material Extraction,Emerging,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.345,Electricity,20.7,Ship,424.2,Diesel,3.755,0.507,1.389,1.382,0.432,0.98,1.816,51.87,17.94,Recycling,97.07
Use,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,1.01,Natural Gas,40.96,Rail,740.5,Electric,3.523,2.114,1.733,1.988,0.264,0.205,9.919,26.85,28.75,Recycling,65.68
