Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Use,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,0.583,Natural Gas,91.52,Rail,126.6,Electric,0.766,0.038,0.023,0.015,0.006,0.003,0.843,22.76,100.0,Reuse,54.97
Transport,Emerging,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,4.234,Coal,21.44,Truck,20.9,Diesel,0.44,0.022,0.013,0.009,0.042,0.021,0.484,24.91,70.0,Incineration,45.53
Manufacturing,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,1.289,Natural Gas,91.53,Truck,424.6,Electric,0.95,0.048,0.029,0.019,0.013,0.006,1.045,8.15,33.04,Incineration,20.0
Raw Material Extraction,Conventional,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,3.214,Natural Gas,25.29,Ship,395.4,Diesel,0.459,0.023,0.014,0.009,0.032,0.016,0.505,66.48,20.48,Recycling,46.7
Manufacturing,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,3.049,Electricity,48.13,Rail,667.0,Heavy Fuel Oil,0.486,0.024,0.015,0.01,0.03,0.015,0.534,20.9,52.15,Landfill,23.71
Use,Emerging,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,0.731,Natural Gas,50.14,Ship,600.9,Electric,0.559,0.028,0.017,0.011,0.007,0.004,0.615,72.97,39.3,Recycling,61.06
Raw Material Extraction,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,3.598,Natural Gas,44.05,Rail,253.9,Heavy Fuel Oil,0.463,0.023,0.014,0.009,0.036,0.018,0.509,85.33,53.68,Recycling,68.78
Use,Emerging,2015-2019,South America,1 kg Copper Wire,Copper Ore,3.156,Natural Gas,36.74,Ship,100.7,Diesel,0.729,0.036,0.022,0.015,0.032,0.016,0.802,23.1,43.55,Landfill,22.3
Use,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.428,Electricity,73.49,Rail,808.5,Heavy Fuel Oil,0.829,0.041,0.025,0.017,0.044,0.022,0.912,90.62,30.93,Recycling,60.85
Transport,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,2.702,Natural Gas,22.9,Truck,987.8,Electric,0.239,0.012,0.007,0.005,0.027,0.014,0.263,82.08,45.43,Recycling,52.83
Transport,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,4.62,Coal,4.36,Rail,700.4,Electric,0.046,0.002,0.001,0.001,0.046,0.023,0.05,77.87,62.58,Recycling,63.56
Manufacturing,Emerging,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,4.3,Electricity,32.59,Rail,830.6,Heavy Fuel Oil,0.329,0.016,0.01,0.007,0.043,0.021,0.362,75.38,31.31,Recycling,48.67
Manufacturing,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,0.846,Electricity,69.93,Truck,346.5,Diesel,1.362,0.068,0.041,0.027,0.008,0.004,1.498,81.35,48.25,Recycling,50.33
End-of-Life,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.058,Natural Gas,32.56,Ship,629.6,Electric,0.334,0.017,0.01,0.007,0.041,0.02,0.368,88.9,71.23,Recycling,78.27
Transport,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,4.726,Coal,80.08,Rail,998.0,Electric,0.899,0.045,0.027,0.018,0.047,0.024,0.989,16.58,29.8,Reuse,20.0
End-of-Life,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.324,Coal,87.49,Truck,984.2,Heavy Fuel Oil,0.836,0.042,0.025,0.017,0.033,0.017,0.92,94.53,93.69,Recycling,82.13
Transport,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,1.574,Coal,11.94,Ship,361.1,Diesel,0.215,0.011,0.006,0.004,0.016,0.008,0.236,69.49,1.33,Recycling,29.24
Manufacturing,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Ore,3.558,Coal,22.61,Truck,950.5,Electric,0.248,0.012,0.007,0.005,0.036,0.018,0.273,18.93,69.26,Reuse,40.54
Transport,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,3.26,Electricity,17.54,Ship,991.3,Heavy Fuel Oil,0.196,0.01,0.006,0.004,0.033,0.016,0.215,28.11,8.6,Recycling,20.0
Raw Material Extraction,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,1.294,Natural Gas,22.83,Rail,194.6,Electric,0.214,0.011,0.006,0.004,0.013,0.006,0.235,91.89,68.41,Recycling,70.46
End-of-Life,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,3.632,Natural Gas,16.24,Rail,817.7,Heavy Fuel Oil,0.151,0.008,0.005,0.003,0.036,0.018,0.166,72.96,100.0,Recycling,81.17
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,3.11,Natural Gas,10.06,Truck,878.7,Heavy Fuel Oil,0.094,0.005,0.003,0.002,0.031,0.016,0.104,76.12,45.72,Recycling,58.02
Raw Material Extraction,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,3.449,Natural Gas,55.53,Truck,96.1,Diesel,0.916,0.046,0.027,0.018,0.034,0.017,1.008,67.43,57.68,Recycling,52.03
Use,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,2.731,Electricity,9.02,Ship,228.0,Diesel,0.171,0.009,0.005,0.003,0.027,0.014,0.188,21.12,39.67,Landfill,32.37
End-of-Life,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,2.663,Electricity,59.65,Ship,826.4,Diesel,1.351,0.068,0.041,0.027,0.027,0.013,1.486,68.68,7.21,Recycling,39.54
End-of-Life,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.454,Electricity,79.95,Truck,661.9,Electric,0.865,0.043,0.026,0.017,0.045,0.022,0.952,85.07,61.33,Recycling,72.92
Raw Material Extraction,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.284,Electricity,75.52,Truck,167.0,Heavy Fuel Oil,0.727,0.036,0.022,0.015,0.033,0.016,0.8,71.66,26.21,Recycling,48.79
Raw Material Extraction,Conventional,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,4.181,Coal,83.38,Truck,512.4,Heavy Fuel Oil,0.85,0.042,0.025,0.017,0.042,0.021,0.935,20.23,12.8,Reuse,20.0
Transport,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,3.353,Coal,54.46,Truck,782.0,Electric,0.559,0.028,0.017,0.011,0.034,0.017,0.615,17.99,50.76,Incineration,29.54
Use,Emerging,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,2.038,Natural Gas,63.63,Rail,932.7,Diesel,1.216,0.061,0.036,0.024,0.02,0.01,1.337,81.94,61.47,Recycling,60.43
Use,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,0.803,Coal,58.63,Truck,352.4,Diesel,1.116,0.056,0.033,0.022,0.008,0.004,1.228,81.28,47.34,Recycling,56.95
Manufacturing,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,0.611,Natural Gas,3.19,Rail,330.4,Electric,0.037,0.002,0.001,0.001,0.006,0.003,0.041,79.34,61.67,Recycling,73.75
Use,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Copper Ore,1.731,Natural Gas,99.72,Ship,431.9,Diesel,1.749,0.087,0.052,0.035,0.017,0.009,1.924,19.11,52.97,Reuse,35.68
Transport,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,1.493,Natural Gas,9.16,Ship,683.7,Heavy Fuel Oil,0.08,0.004,0.002,0.002,0.015,0.007,0.088,24.36,79.75,Incineration,43.59
Transport,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,2.389,Electricity,64.21,Truck,403.6,Heavy Fuel Oil,0.7,0.035,0.021,0.014,0.024,0.012,0.77,18.97,25.78,Recycling,20.0
Transport,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,0.64,Coal,65.52,Truck,374.8,Heavy Fuel Oil,0.65,0.032,0.019,0.013,0.006,0.003,0.715,91.17,46.85,Recycling,66.61
Transport,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,3.969,Natural Gas,84.63,Truck,763.4,Electric,0.766,0.038,0.023,0.015,0.04,0.02,0.843,83.23,64.98,Recycling,70.07
End-of-Life,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,2.667,Natural Gas,12.61,Rail,133.9,Heavy Fuel Oil,0.118,0.006,0.004,0.002,0.027,0.013,0.129,98.01,39.2,Recycling,57.53
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,0.789,Coal,58.62,Rail,276.3,Electric,0.549,0.027,0.016,0.011,0.008,0.004,0.604,24.98,65.85,Incineration,38.7
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,0.826,Electricity,39.86,Truck,485.1,Diesel,0.671,0.034,0.02,0.013,0.008,0.004,0.738,87.6,55.72,Recycling,68.22
End-of-Life,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,4.009,Electricity,4.92,Rail,485.7,Electric,0.048,0.002,0.001,0.001,0.04,0.02,0.053,75.97,70.0,Recycling,65.87
Manufacturing,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Ore,3.661,Natural Gas,56.41,Ship,19.7,Electric,0.576,0.029,0.017,0.012,0.037,0.018,0.633,9.79,66.29,Incineration,28.0
End-of-Life,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,0.649,Coal,8.78,Truck,403.0,Electric,0.09,0.004,0.003,0.002,0.006,0.003,0.098,69.37,59.78,Recycling,61.71
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Scrap,1.401,Natural Gas,17.58,Ship,113.5,Diesel,0.401,0.02,0.012,0.008,0.014,0.007,0.441,89.25,70.89,Recycling,69.75
End-of-Life,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.691,Coal,87.23,Rail,716.9,Electric,0.822,0.041,0.025,0.016,0.037,0.018,0.904,90.89,42.29,Recycling,67.11
Use,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,4.178,Natural Gas,45.78,Rail,647.1,Diesel,1.075,0.054,0.032,0.021,0.042,0.021,1.182,20.99,26.97,Recycling,20.0
Manufacturing,Advanced,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,4.423,Natural Gas,22.7,Truck,976.1,Diesel,0.407,0.02,0.012,0.008,0.044,0.022,0.448,74.71,79.28,Recycling,74.71
Use,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,2.742,Coal,55.98,Rail,722.0,Diesel,1.124,0.056,0.034,0.022,0.027,0.014,1.236,81.2,52.27,Recycling,56.39
End-of-Life,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,0.825,Coal,4.03,Truck,265.1,Heavy Fuel Oil,0.045,0.002,0.001,0.001,0.008,0.004,0.049,78.89,58.66,Recycling,67.28
Raw Material Extraction,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,2.415,Coal,35.25,Ship,377.3,Electric,0.36,0.018,0.011,0.007,0.024,0.012,0.396,90.47,95.26,Recycling,81.04
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,2.69,Electricity,87.47,Rail,901.7,Heavy Fuel Oil,0.732,0.037,0.022,0.015,0.027,0.013,0.805,74.27,82.01,Recycling,70.84
Transport,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Copper Scrap,1.448,Coal,62.67,Ship,635.2,Electric,0.587,0.029,0.018,0.012,0.014,0.007,0.646,83.96,49.88,Recycling,63.23
Raw Material Extraction,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,1.309,Electricity,24.52,Truck,971.7,Electric,0.253,0.013,0.008,0.005,0.013,0.007,0.278,77.09,45.24,Recycling,56.39
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,4.418,Coal,45.09,Rail,519.7,Diesel,1.005,0.05,0.03,0.02,0.044,0.022,1.106,62.6,32.75,Recycling,38.8
Manufacturing,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,4.862,Coal,26.56,Truck,660.2,Electric,0.295,0.015,0.009,0.006,0.049,0.024,0.325,16.46,8.88,Recycling,20.0
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,0.831,Coal,17.81,Rail,524.6,Electric,0.196,0.01,0.006,0.004,0.008,0.004,0.215,75.06,8.87,Recycling,38.94
End-of-Life,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,3.277,Electricity,70.97,Ship,175.4,Heavy Fuel Oil,0.77,0.038,0.023,0.015,0.033,0.016,0.847,92.23,88.22,Recycling,80.95
Transport,Advanced,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,4.126,Natural Gas,58.95,Ship,869.6,Heavy Fuel Oil,0.574,0.029,0.017,0.011,0.041,0.021,0.632,19.02,68.93,Recycling,36.89
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.89,Coal,93.72,Rail,49.0,Electric,0.925,0.046,0.028,0.018,0.029,0.014,1.017,14.83,67.15,Reuse,36.51
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,2.783,Natural Gas,5.12,Rail,156.9,Heavy Fuel Oil,0.056,0.003,0.002,0.001,0.028,0.014,0.061,21.73,59.96,Landfill,20.37
Raw Material Extraction,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,2.7,Coal,67.02,Rail,148.3,Diesel,1.215,0.061,0.036,0.024,0.027,0.014,1.336,23.22,74.15,Recycling,38.02
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,2.497,Natural Gas,86.95,Ship,185.4,Heavy Fuel Oil,0.945,0.047,0.028,0.019,0.025,0.012,1.04,22.48,43.01,Reuse,30.27
Use,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.737,Electricity,62.17,Ship,870.2,Diesel,1.188,0.059,0.036,0.024,0.027,0.014,1.306,80.67,72.96,Recycling,71.77
End-of-Life,Emerging,2015-2019,North America,1 kg Copper Wire,Copper Ore,3.544,Natural Gas,22.35,Truck,662.3,Electric,0.26,0.013,0.008,0.005,0.035,0.018,0.286,68.54,46.05,Recycling,48.92
Manufacturing,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,4.997,Natural Gas,5.77,Rail,977.4,Heavy Fuel Oil,0.063,0.003,0.002,0.001,0.05,0.025,0.07,18.74,75.11,Incineration,46.59
Manufacturing,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,3.823,Coal,87.97,Ship,410.1,Diesel,1.969,0.098,0.059,0.039,0.038,0.019,2.166,67.72,51.95,Recycling,58.15
Transport,Advanced,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,4.09,Electricity,44.12,Truck,819.7,Diesel,0.893,0.045,0.027,0.018,0.041,0.02,0.982,69.71,50.83,Recycling,46.97
Manufacturing,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,3.63,Coal,39.47,Ship,454.2,Electric,0.369,0.018,0.011,0.007,0.036,0.018,0.406,13.38,70.0,Landfill,39.74
End-of-Life,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.288,Coal,46.89,Ship,386.0,Diesel,0.943,0.047,0.028,0.019,0.033,0.016,1.038,91.26,63.19,Recycling,70.81
Use,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,2.036,Coal,38.64,Ship,404.8,Diesel,0.852,0.043,0.026,0.017,0.02,0.01,0.937,100.0,90.76,Recycling,89.13
End-of-Life,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,4.158,Coal,72.09,Rail,956.0,Heavy Fuel Oil,0.703,0.035,0.021,0.014,0.042,0.021,0.773,83.92,36.22,Recycling,59.21
Use,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,0.956,Coal,49.1,Truck,264.2,Heavy Fuel Oil,0.442,0.022,0.013,0.009,0.01,0.005,0.487,14.48,72.7,Recycling,43.28
Use,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.901,Natural Gas,61.42,Truck,719.0,Diesel,1.154,0.058,0.035,0.023,0.019,0.01,1.27,12.07,67.99,Incineration,32.43
Use,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Copper Ore,3.565,Natural Gas,18.96,Ship,529.9,Diesel,0.356,0.018,0.011,0.007,0.036,0.018,0.392,21.6,8.14,Reuse,20.0
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,4.833,Electricity,48.87,Ship,807.9,Diesel,0.921,0.046,0.028,0.018,0.048,0.024,1.013,80.64,77.08,Recycling,71.85
Raw Material Extraction,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,3.207,Electricity,82.1,Ship,885.4,Heavy Fuel Oil,0.763,0.038,0.023,0.015,0.032,0.016,0.84,16.69,48.96,Landfill,36.67
Use,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,4.279,Natural Gas,90.1,Truck,359.9,Diesel,1.937,0.097,0.058,0.039,0.043,0.021,2.13,16.5,82.04,Reuse,38.26
Raw Material Extraction,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,2.407,Electricity,67.09,Ship,104.6,Electric,0.615,0.031,0.018,0.012,0.024,0.012,0.676,30.73,52.19,Reuse,37.79
Raw Material Extraction,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,3.816,Coal,86.42,Truck,224.6,Heavy Fuel Oil,0.97,0.049,0.029,0.019,0.038,0.019,1.067,28.12,9.26,Reuse,20.0
Raw Material Extraction,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,2.259,Electricity,59.85,Rail,501.8,Electric,0.55,0.028,0.017,0.011,0.023,0.011,0.605,96.39,70.0,Recycling,73.43
Raw Material Extraction,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,3.616,Natural Gas,99.13,Ship,137.1,Diesel,2.043,0.102,0.061,0.041,0.036,0.018,2.247,17.33,7.54,Reuse,20.0
Transport,Advanced,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,0.857,Natural Gas,9.48,Truck,895.2,Electric,0.089,0.004,0.003,0.002,0.009,0.004,0.098,14.93,60.26,Recycling,25.45
End-of-Life,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,0.812,Coal,52.39,Ship,76.9,Electric,0.491,0.025,0.015,0.01,0.008,0.004,0.54,87.01,60.62,Recycling,68.3
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,3.429,Electricity,53.76,Truck,331.1,Electric,0.604,0.03,0.018,0.012,0.034,0.017,0.664,13.95,70.0,Reuse,37.07
Raw Material Extraction,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,2.593,Natural Gas,6.95,Ship,566.7,Electric,0.063,0.003,0.002,0.001,0.026,0.013,0.069,23.15,56.28,Reuse,34.49
End-of-Life,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,2.527,Natural Gas,75.86,Ship,354.1,Diesel,1.683,0.084,0.05,0.034,0.025,0.013,1.851,86.09,53.62,Recycling,62.91
Transport,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Scrap,4.966,Coal,92.77,Ship,544.6,Heavy Fuel Oil,0.935,0.047,0.028,0.019,0.05,0.025,1.028,92.27,58.76,Recycling,70.77
Transport,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.899,Electricity,13.64,Rail,827.8,Heavy Fuel Oil,0.146,0.007,0.004,0.003,0.039,0.019,0.161,89.57,24.28,Recycling,47.84
Raw Material Extraction,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,0.894,Natural Gas,93.76,Truck,558.3,Diesel,1.716,0.086,0.051,0.034,0.009,0.004,1.888,63.99,100.0,Recycling,66.34
Transport,Emerging,2015-2019,North America,1 kg Copper Wire,Copper Scrap,2.821,Electricity,92.02,Rail,502.0,Heavy Fuel Oil,0.928,0.046,0.028,0.019,0.028,0.014,1.021,79.01,58.38,Recycling,61.41
Transport,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,4.406,Natural Gas,80.79,Rail,792.1,Diesel,1.534,0.077,0.046,0.031,0.044,0.022,1.687,77.64,52.18,Recycling,57.93
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Ore,3.627,Electricity,35.26,Truck,975.9,Electric,0.391,0.02,0.012,0.008,0.036,0.018,0.43,22.37,39.5,Reuse,31.08
Raw Material Extraction,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.228,Natural Gas,76.72,Ship,183.1,Electric,0.573,0.029,0.017,0.011,0.032,0.016,0.631,80.64,32.57,Recycling,48.38
Raw Material Extraction,Emerging,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,0.807,Natural Gas,3.56,Truck,143.8,Electric,0.036,0.002,0.001,0.001,0.008,0.004,0.039,85.3,38.59,Recycling,60.52
Manufacturing,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.903,Electricity,51.11,Truck,445.1,Diesel,1.051,0.053,0.032,0.021,0.019,0.01,1.156,72.07,50.8,Recycling,49.94
Manufacturing,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,3.426,Natural Gas,16.05,Ship,70.7,Electric,0.157,0.008,0.005,0.003,0.034,0.017,0.173,27.45,72.23,Reuse,40.93
Manufacturing,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,4.927,Electricity,24.68,Truck,150.8,Heavy Fuel Oil,0.238,0.012,0.007,0.005,0.049,0.025,0.262,16.47,46.05,Landfill,23.51
Use,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,0.78,Coal,51.43,Truck,996.7,Electric,0.537,0.027,0.016,0.011,0.008,0.004,0.59,91.91,58.99,Recycling,62.13
End-of-Life,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.872,Natural Gas,43.18,Rail,139.4,Diesel,0.853,0.043,0.026,0.017,0.029,0.014,0.938,89.89,62.39,Recycling,64.05
Raw Material Extraction,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,2.364,Natural Gas,82.93,Rail,736.3,Electric,0.781,0.039,0.023,0.016,0.024,0.012,0.86,7.04,29.08,Incineration,20.0
Use,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,2.909,Natural Gas,22.3,Rail,22.0,Electric,0.201,0.01,0.006,0.004,0.029,0.015,0.221,79.69,0.8,Recycling,50.47
Use,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,4.3,Electricity,10.71,Ship,493.4,Electric,0.102,0.005,0.003,0.002,0.043,0.021,0.113,15.58,36.54,Recycling,30.96
Use,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,2.191,Electricity,40.05,Ship,464.9,Electric,0.412,0.021,0.012,0.008,0.022,0.011,0.453,21.04,87.13,Recycling,39.77
Raw Material Extraction,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,2.469,Natural Gas,26.21,Rail,842.5,Diesel,0.637,0.032,0.019,0.013,0.025,0.012,0.701,16.97,54.84,Incineration,31.92
End-of-Life,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.365,Electricity,61.78,Rail,76.0,Heavy Fuel Oil,0.544,0.027,0.016,0.011,0.034,0.017,0.599,80.63,71.33,Recycling,77.46
End-of-Life,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,3.561,Electricity,5.13,Rail,93.9,Electric,0.049,0.002,0.001,0.001,0.036,0.018,0.054,81.85,13.06,Recycling,41.29
End-of-Life,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,2.074,Electricity,77.69,Rail,664.8,Electric,0.742,0.037,0.022,0.015,0.021,0.01,0.816,75.64,74.24,Recycling,63.98
Transport,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,3.94,Natural Gas,27.24,Rail,30.7,Electric,0.3,0.015,0.009,0.006,0.039,0.02,0.329,16.22,11.56,Incineration,20.24
Transport,Advanced,2020-2025,South America,1 kg Copper Wire,Copper Scrap,1.426,Electricity,13.02,Rail,618.9,Diesel,0.277,0.014,0.008,0.006,0.014,0.007,0.305,92.25,61.25,Recycling,70.82
Manufacturing,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Ore,4.858,Natural Gas,80.07,Rail,299.9,Diesel,1.611,0.081,0.048,0.032,0.049,0.024,1.772,21.34,92.93,Incineration,50.38
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,4.153,Coal,65.99,Rail,136.8,Diesel,1.393,0.07,0.042,0.028,0.042,0.021,1.533,77.9,28.1,Recycling,43.78
Transport,Conventional,2015-2019,Europe,1 kg Copper Wire,Copper Scrap,2.444,Electricity,44.5,Truck,616.8,Diesel,0.87,0.044,0.026,0.017,0.024,0.012,0.957,77.23,46.15,Recycling,61.15
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,1.787,Natural Gas,81.78,Rail,862.8,Electric,0.886,0.044,0.027,0.018,0.018,0.009,0.975,15.93,88.21,Incineration,42.55
Manufacturing,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.778,Natural Gas,77.87,Truck,659.6,Diesel,1.586,0.079,0.048,0.032,0.038,0.019,1.744,67.03,47.99,Recycling,49.46
Use,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.18,Electricity,22.14,Truck,510.8,Heavy Fuel Oil,0.232,0.012,0.007,0.005,0.042,0.021,0.256,87.24,70.0,Recycling,77.0
Use,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,2.788,Electricity,30.46,Ship,569.4,Diesel,0.655,0.033,0.02,0.013,0.028,0.014,0.721,21.91,65.8,Incineration,40.64
Transport,Advanced,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,1.22,Coal,46.69,Rail,19.2,Diesel,1.011,0.051,0.03,0.02,0.012,0.006,1.112,15.37,89.32,Incineration,41.3
End-of-Life,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,1.418,Coal,55.95,Ship,735.7,Electric,0.493,0.025,0.015,0.01,0.014,0.007,0.542,84.45,87.95,Recycling,74.35
End-of-Life,Conventional,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,2.994,Natural Gas,1.52,Rail,763.4,Heavy Fuel Oil,0.013,0.001,0.0,0.0,0.03,0.015,0.014,68.94,30.92,Recycling,42.73
